survived,pclass,sex_numeric,embarked_numeric,cabin_numeric,sibsp,parch,fare,age,target
0.0,3.0,0.0,2.0,0.0,1.0,1.0,15.2458,6.0,NS
0.0,3.0,1.0,2.0,0.0,1.0,1.0,15.2458,9.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,0.0,2.0,15.2458,29.8811345124283,NS
0.0,3.0,1.0,3.0,0.0,0.0,2.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,1.0,1.0,15.5,40.0,NS
0.0,3.0,1.0,3.0,0.0,1.0,1.0,15.5,32.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.1,21.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.725,22.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,20.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0458,29.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.25,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,35.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.2833,18.5,NS
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8208,21.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.75,19.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,18.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,21.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,38.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,21.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,21.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4583,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4583,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,24.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,16.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,37.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,24.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7333,21.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4542,26.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4542,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,20.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,18.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.25,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.4958,36.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.4958,24.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7333,31.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,31.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,22.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.6292,30.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,70.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,43.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,35.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,27.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,19.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,30.0,NS
1.0,3.0,0.0,1.0,0.0,1.0,1.0,15.9,9.0,S
1.0,3.0,0.0,1.0,0.0,1.0,1.0,15.9,3.0,S
1.0,3.0,1.0,1.0,0.0,0.0,2.0,15.9,36.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,59.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.1583,19.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,1.0,16.1,17.0,S
0.0,3.0,0.0,1.0,0.0,0.0,1.0,16.1,44.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,22.5,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,45.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.5167,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.1708,19.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,6.95,30.0,S
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.0,S
0.0,3.0,0.0,1.0,0.0,0.0,2.0,14.4,0.3333,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,14.4,34.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,1.0,14.4,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,27.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,25.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,24.15,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,22.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,24.15,21.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,8.05,17.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,16.1,29.8811345124283,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,16.1,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,1.0,0.0,17.4,36.5,S
1.0,3.0,1.0,1.0,0.0,1.0,0.0,17.4,36.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,30.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,16.0,NS
1.0,3.0,0.0,1.0,0.0,1.0,2.0,20.575,1.0,S
1.0,3.0,1.0,1.0,0.0,1.0,2.0,20.575,0.1667,S
0.0,3.0,0.0,1.0,0.0,1.0,2.0,20.575,26.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,2.0,20.575,33.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,36.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,19.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,17.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,42.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,43.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,32.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,19.0,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,12.475,30.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,24.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,23.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,33.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,65.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,24.0,S
0.0,3.0,0.0,1.0,0.0,1.0,0.0,13.9,23.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,13.9,22.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,16.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.975,45.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,2.0,7.2292,39.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,1.0,7.2292,17.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,1.0,7.2292,15.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,47.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,12.475,5.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,15.1,40.5,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,40.5,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,18.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.95,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8792,26.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,29.8811345124283,S
0.0,3.0,1.0,1.0,0.0,2.0,2.0,34.375,21.0,NS
0.0,3.0,1.0,1.0,0.0,2.0,2.0,34.375,9.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,2.0,2.0,34.375,18.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,3.0,34.375,16.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,3.0,34.375,48.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7417,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.5,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,22.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7333,16.0,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,0.0,2.0,20.525,9.0,S
0.0,3.0,0.0,1.0,0.0,1.0,1.0,20.525,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.85,41.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,1.0,20.525,31.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,38.0,NS
0.0,3.0,0.0,1.0,0.0,5.0,2.0,46.9,9.0,NS
0.0,3.0,0.0,1.0,0.0,5.0,2.0,46.9,1.0,NS
0.0,3.0,0.0,1.0,0.0,5.0,2.0,46.9,11.0,NS
0.0,3.0,1.0,1.0,0.0,5.0,2.0,46.9,10.0,NS
0.0,3.0,1.0,1.0,0.0,5.0,2.0,46.9,16.0,NS
0.0,3.0,0.0,1.0,0.0,5.0,2.0,46.9,14.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,6.0,46.9,40.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,6.0,46.9,43.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,51.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.3625,32.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.8458,20.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,7.925,37.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,7.925,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,19.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.85,24.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7333,17.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,19.9667,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,19.9667,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,15.85,28.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,15.85,24.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,20.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,23.5,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,14.1083,41.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.8542,26.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,21.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,14.1083,45.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,25.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.8583,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,18.7875,11.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.975,27.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,29.8811345124283,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,6.75,18.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.925,26.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.925,23.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.9625,22.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,28.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.775,28.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,1.0,1.0,0.0,0.0,1.0,12.2875,2.0,S
1.0,3.0,1.0,1.0,0.0,1.0,1.0,12.2875,22.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.45,43.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,22.525,28.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.925,27.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,S
0.0,3.0,0.0,1.0,6.0,0.0,0.0,7.65,42.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8875,29.8811345124283,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,7.925,27.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,7.925,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,29.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,21.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,48.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0542,17.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.1125,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.4958,34.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,26.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6542,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,31.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,29.0,NS
1.0,3.0,0.0,1.0,0.0,1.0,1.0,11.1333,4.0,S
1.0,3.0,1.0,1.0,0.0,1.0,1.0,11.1333,1.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,2.0,11.1333,27.0,S
0.0,3.0,0.0,1.0,0.0,1.0,2.0,23.45,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,1.0,2.0,23.45,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,2.0,23.45,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,1.0,2.0,23.45,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,23.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,27.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,9.825,20.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,9.825,21.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.125,17.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.4333,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,30.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,21.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.5208,22.0,NS
1.0,3.0,1.0,2.0,0.0,0.0,1.0,13.4167,4.0,S
1.0,3.0,0.0,2.0,0.0,0.0,1.0,13.4167,39.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,18.5,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8292,34.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,44.0,NS
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4542,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4542,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,1.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,1.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7375,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,2.0,0.0,8.6625,22.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,8.6625,26.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,2.0,22.025,4.0,S
1.0,3.0,0.0,1.0,0.0,3.0,1.0,22.025,29.0,S
1.0,3.0,1.0,1.0,0.0,1.0,1.0,22.025,26.0,S
0.0,3.0,1.0,1.0,0.0,1.0,1.0,12.1833,1.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,7.8542,18.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,2.0,12.1833,36.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
1.0,3.0,0.0,2.0,6.0,0.0,0.0,7.2292,25.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,9.5875,37.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,29.8811345124283,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.25,22.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,26.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.4833,29.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,29.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,22.0,NS
1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,22.0,S
0.0,3.0,0.0,1.0,0.0,3.0,1.0,25.4667,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,3.0,1.0,25.4667,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,3.0,1.0,25.4667,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,3.0,1.0,25.4667,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,4.0,25.4667,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,32.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,6.4375,34.5,NS
0.0,3.0,1.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,24.15,39.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,24.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.775,25.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.75,45.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,15.55,36.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,15.55,30.0,NS
1.0,3.0,0.0,1.0,0.0,1.0,0.0,7.925,20.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8792,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,16.1,30.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,16.1,26.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8792,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,20.5,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,27.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0542,51.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,23.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.5792,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.1417,24.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.125,22.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,29.0,NS
1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,30.5,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7375,29.8811345124283,S
0.0,3.0,0.0,2.0,6.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,35.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,33.0,NS
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
