survived,pclass,sex_numeric,embarked_numeric,cabin_numeric,sibsp,parch,fare,age,target
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,2.0,0.0,23.25,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,2.0,0.0,23.25,29.8811345124283,S
1.0,3.0,0.0,3.0,0.0,2.0,0.0,23.25,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7875,29.8811345124283,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,15.5,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,8.0292,15.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,35.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,16.1,24.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,16.1,19.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,55.5,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,21.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,29.8811345124283,S
0.0,3.0,0.0,1.0,6.0,0.0,0.0,7.65,25.0,NS
1.0,3.0,0.0,1.0,5.0,0.0,1.0,12.475,6.0,S
1.0,3.0,1.0,1.0,5.0,0.0,1.0,12.475,27.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,1.0,0.0,24.15,29.8811345124283,S
0.0,3.0,0.0,3.0,0.0,1.0,0.0,24.15,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,8.4583,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,34.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,29.8811345124283,S
1.0,3.0,0.0,2.0,0.0,1.0,1.0,15.2458,29.8811345124283,S
1.0,3.0,0.0,2.0,0.0,1.0,1.0,15.2458,29.8811345124283,S
1.0,3.0,1.0,2.0,0.0,0.0,2.0,15.2458,29.8811345124283,S
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7333,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,24.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,15.5,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.75,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,22.0,NS
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.225,15.0,S
1.0,3.0,1.0,2.0,0.0,0.0,2.0,15.7417,1.0,S
1.0,3.0,0.0,2.0,0.0,1.0,1.0,15.7417,20.0,S
1.0,3.0,1.0,2.0,0.0,1.0,1.0,15.7417,19.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
1.0,3.0,0.0,2.0,0.0,1.0,0.0,11.2417,12.0,S
1.0,3.0,1.0,2.0,0.0,1.0,0.0,11.2417,14.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.925,29.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,28.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.775,18.0,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,26.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.125,41.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,39.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8,21.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,28.5,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.75,22.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.2375,61.0,NS
0.0,3.0,0.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8292,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,1.0,0.0,15.5,29.8811345124283,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7333,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.225,23.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,29.8811345124283,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.775,22.0,S
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8292,29.8811345124283,S
1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.1708,9.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,22.525,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,1.0,8.4042,42.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.3125,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,31.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,28.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.225,20.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,23.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.2167,16.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6833,31.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.6292,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,3.0,1.0,21.075,2.0,NS
0.0,3.0,0.0,1.0,0.0,3.0,1.0,21.075,6.0,NS
0.0,3.0,1.0,1.0,0.0,3.0,1.0,21.075,3.0,NS
0.0,3.0,1.0,1.0,0.0,3.0,1.0,21.075,8.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,4.0,21.075,29.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,1.0,39.6875,1.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,1.0,39.6875,7.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,1.0,39.6875,2.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,1.0,39.6875,16.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,1.0,39.6875,14.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,5.0,39.6875,41.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.5,19.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,8.7125,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,32.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,13.775,0.75,NS
0.0,3.0,1.0,1.0,0.0,1.0,1.0,13.775,3.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,2.0,13.775,26.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,22.0,NS
1.0,3.0,0.0,1.0,0.0,1.0,0.0,7.775,25.0,S
1.0,3.0,0.0,2.0,0.0,1.0,1.0,22.3583,29.8811345124283,S
1.0,3.0,1.0,2.0,6.0,1.0,1.0,22.3583,29.8811345124283,S
1.0,3.0,1.0,2.0,0.0,0.0,2.0,22.3583,29.8811345124283,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,8.1375,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,24.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8958,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,19.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.775,25.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.775,18.0,NS
1.0,3.0,0.0,1.0,5.0,0.0,0.0,8.05,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.1125,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,38.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,21.0,NS
0.0,3.0,0.0,3.0,0.0,4.0,1.0,29.125,10.0,NS
0.0,3.0,0.0,3.0,0.0,4.0,1.0,29.125,4.0,NS
0.0,3.0,0.0,3.0,0.0,4.0,1.0,29.125,7.0,NS
0.0,3.0,0.0,3.0,0.0,4.0,1.0,29.125,2.0,NS
0.0,3.0,0.0,3.0,0.0,4.0,1.0,29.125,8.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,5.0,29.125,39.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,39.6875,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.125,35.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7208,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.5,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,14.5,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,14.5,50.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,14.5,47.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,1.0,1.0,20.2125,2.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,20.2125,18.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,2.0,20.2125,41.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,50.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,16.0,NS
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,24.15,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,25.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.7292,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.575,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,38.5,NS
0.0,3.0,0.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,8.0,2.0,69.55,14.5,NS
0.0,3.0,1.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,8.0,2.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,9.0,69.55,29.8811345124283,NS
0.0,3.0,1.0,1.0,0.0,1.0,9.0,69.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.325,24.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.65,21.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,39.0,NS
0.0,3.0,0.0,2.0,0.0,2.0,0.0,21.6792,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,2.0,0.0,21.6792,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,2.0,0.0,21.6792,29.8811345124283,NS
1.0,3.0,1.0,1.0,7.0,1.0,1.0,16.7,1.0,S
1.0,3.0,1.0,1.0,7.0,0.0,2.0,16.7,24.0,S
1.0,3.0,1.0,1.0,7.0,1.0,1.0,16.7,4.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,25.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,24.5,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.725,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,29.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,15.1,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7792,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,40.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,21.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.4958,18.0,S
0.0,3.0,0.0,1.0,0.0,3.0,2.0,27.9,4.0,NS
0.0,3.0,0.0,1.0,0.0,3.0,2.0,27.9,10.0,NS
0.0,3.0,1.0,1.0,0.0,3.0,2.0,27.9,9.0,NS
0.0,3.0,1.0,1.0,0.0,3.0,2.0,27.9,2.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,4.0,27.9,40.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,4.0,27.9,45.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,29.8811345124283,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.7333,29.8811345124283,S
0.0,3.0,0.0,1.0,6.0,0.0,0.0,7.65,19.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,32.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,8.6625,33.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.55,23.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,33.29547928134557,60.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,19.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,9.8375,22.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,31.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,27.0,NS
0.0,3.0,1.0,1.0,7.0,0.0,1.0,10.4625,2.0,NS
0.0,3.0,1.0,1.0,7.0,1.0,1.0,10.4625,29.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,16.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,44.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,74.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.225,14.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,24.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,25.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,34.0,NS
1.0,3.0,0.0,2.0,0.0,0.0,1.0,8.5167,0.4167,S
0.0,3.0,0.0,2.0,0.0,1.0,0.0,6.4375,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,6.4375,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
1.0,3.0,1.0,2.0,0.0,1.0,1.0,8.5167,16.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,16.1,29.8811345124283,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,16.1,29.8811345124283,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,32.0,NS
0.0,3.0,0.0,3.0,6.0,0.0,0.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,30.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,44.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
1.0,3.0,0.0,2.0,0.0,1.0,1.0,15.2458,7.0,S
1.0,3.0,1.0,2.0,0.0,1.0,1.0,15.2458,9.0,S
1.0,3.0,1.0,2.0,0.0,0.0,2.0,15.2458,29.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,36.0,NS
1.0,3.0,1.0,1.0,0.0,0.0,0.0,9.8417,18.0,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,9.5875,63.0,S
0.0,3.0,0.0,1.0,0.0,1.0,1.0,14.5,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,14.5,11.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,2.0,14.5,40.5,NS
0.0,3.0,1.0,1.0,0.0,0.0,2.0,24.15,10.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,24.15,36.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,1.0,24.15,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,33.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,47.0,NS
0.0,3.0,1.0,1.0,0.0,2.0,0.0,18.0,18.0,NS
0.0,3.0,0.0,1.0,0.0,3.0,0.0,18.0,31.0,NS
0.0,3.0,0.0,1.0,0.0,2.0,0.0,18.0,16.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,18.0,31.0,NS
1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,22.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,20.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,14.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,32.5,NS
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.2292,38.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.75,51.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,6.4958,18.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,6.4958,21.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,7.0,47.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.7125,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.1,28.5,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,27.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.5,36.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4542,27.0,NS
1.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4542,15.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,45.5,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,14.4583,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4542,14.5,NS
0.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4542,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,26.5,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,27.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.875,29.0,NS
,,,,0.0,0.0,0.0,33.29547928134557,29.8811345124283,NS
